SECAO_CNAE	CATEGORIA_NATUREZA_JURIDICA	PORTE	QTD_FILIAIS_ATIVAS	COMPETICAO_MERCADO_ESTADUAL	QTD_ABERTURAS_NACIONAL_5_ANOS	QTD_ABERTURAS_ESTADUAL_5_ANOS	QTD_ABERTURAS_GEORREFERENCIADO_5_ANOS	QTD_FECHAMENTOS_NACIONAL_5_ANOS	QTD_FECHAMENTOS_ESTADUAL_5_ANOS	QTD_FECHAMENTOS_GEORREFERENCIADO_5_ANOS	RAZAO_SITUACAO_MERCADO_NACIONAL_5_ANOS	RAZAO_SITUACAO_MERCADO_ESTADUAL_5_ANOS	RAZAO_SITUACAO_MERCADO_GEORREFERENCIADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_5_ANOS	TAXA_SOBREVIVENCIA_MERCADO_10_ANOS	PORTE_FATURAMENTO_PRESUMIDO	QTD_COLABORADORES	CONCENTRACAO_SOCIETARIA	RISCO_LIDERANCA	QTD_RECLAMACOES_TOTAL	QTD_RECLAMACOES_NAO_ATENDIDAS_TOTAL	QTD_PROCESSOS_JUDICIAIS_REQUERIDO	QTD_PROCESSOS_JUDICIAIS_REQUERENTE	CONCENTRACAO_ACADEMIAS	CONCENTRACAO_AEROPORTOS	CONCENTRACAO_ALUGUEL_CARROS	CONCENTRACAO_AREA_RISCO	CONCENTRACAO_BANCOS	CONCENTRACAO_BARES	CONCENTRACAO_BEBIDAS	CONCENTRACAO_BOMBEIRO	CONCENTRACAO_CAIXA_ELETRONICO	CONCENTRACAO_CASA_NOTURNA	CONCENTRACAO_CEMITERIO	CONCENTRACAO_CINEMAS	CONCENTRACAO_CONCESSIONARIA	CONCENTRACAO_CORREIOS	CONCENTRACAO_CORRETOR_SEGUROS	CONCENTRACAO_ESCOLAS	CONCENTRACAO_ESTACAO_ONIBUS	CONCENTRACAO_ESTACIONAMENTOS	CONCENTRACAO_AGLOMERADO_SUBNORMAL	CONCENTRACAO_FUNERARIA	CONCENTRACAO_HOSPITAL	CONCENTRACAO_HOTEL	CONCENTRACAO_IGREJA	CONCENTRACAO_LAVA_RAPIDO	CONCENTRACAO_METRO	CONCENTRACAO_OFICINAS	CONCENTRACAO_PARQUE	CONCENTRACAO_PARQUES_DIVERSAO	CONCENTRACAO_POLICIA	CONCENTRACAO_PONTO_TAXI	CONCENTRACAO_POSTO_GASOLINA	CONCENTRACAO_PREFEITURA	CONCENTRACAO_SHOPPING	CONCENTRACAO_SUPERMERCADO	CONCENTRACAO_TREM	CONCENTRACAO_UNIVERSIDADE	DISTANCIA_ALUGUEL_CARROS	DISTANCIA_BANCO	DISTANCIA_CONCESSIONARIA	DISTANCIA_CORRETOR_SEGUROS	DISTANCIA_ACADEMIAS	DISTANCIA_AEROPORTOS	DISTANCIA_BARES	DISTANCIA_LOJA_BEBIDAS	DISTANCIA_BOMBEIRO	DISTANCIA_CAIXA_ELETRONICO	DISTANCIA_CASA_NOTURNA	DISTANCIA_CEMITERIO	DISTANCIA_CINEMAS	DISTANCIA_CORREIOS	DISTANCIA_ESCOLAS	DISTANCIA_ESTACAO_ONIBUS	DISTANCIA_AGLOMERADO_SUBNORMAL	DISTANCIA_FRONTEIRA_ESTADUAL	DISTANCIA_FRONTEIRA_INTERNACIONAL	DISTANCIA_FRONTEIRA_MARITIMA	DISTANCIA_FUNERARIA	DISTANCIA_HOSPITAL	DISTANCIA_HOTEL	DISTANCIA_IGREJA	DISTANCIA_LAVA_RAPIDO	DISTANCIA_METRO	DISTANCIA_OFICINAS	DISTANCIA_PARQUE	DISTANCIA_PARQUES_DIVERSAO	DISTANCIA_POLICIA	DISTANCIA_POSTO_GASOLINA	DISTANCIA_PREFEITURA	DISTANCIA_SHOPPING	DISTANCIA_SUPERMERCADO	DISTANCIA_TREM	DISTANCIA_ESTACIONAMENTOS	DISTANCIA_PONTO_TAXI	DISTANCIA_UNIVERSIDADE	DISTANCIA_AREA_RISCO	CNPJ	ANO_MES	ALVO_CASCO
J	LTDA	MICRO	1	3652	28855	2881	237	16660	1960	133	1.7319927971188476	1.4698979591836734	1.781954887218045	0.207913918778202	0.37163120567375885	E	21	2	0	0	0	0	0	MEDIA	ALTISSIMA	ALTISSIMA	ALTISSIMA	MEDIA	MEDIA	ALTISSIMA	ALTISSIMA	MEDIA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTA	ALTA	ALTISSIMA	MEDIA	ALTA	ALTA	MEDIA	ALTISSIMA	BAIXISSIMA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTISSIMA	MEDIA	BAIXISSIMA	MEDIA	PROXIMO	LONGE	MEDIO	PROXIMO	LONGE	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	LONGE	LONGE	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	LONGE	LONGE	PROXIMO	LONGE	MEDIO	MEDIO	LONGE	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MEDIO	MEDIO	PROXIMO	LONGE	MUITO PROXIMO	42949673534	202012	0.0
F	LTDA	GRANDE	21	1718	3446	629	5	3246	773	7	1.0616142945163278	0.8137128072445019	0.7142857142857143	0.0890302066772655	0.24785658612626657	J	808	2	0	0	0	64	38	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	MUITO PROXIMO	LONGE	MEDIO	MEDIO	LONGE	PROXIMO	MEDIO	MEDIO	PROXIMO	LONGE	PROXIMO	MEDIO	MEDIO	MUITO PROXIMO	MEDIO	MEDIO	MEDIO	LONGE	MUITO LONGE	PROXIMO	PROXIMO	LONGE	PROXIMO	LONGE	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	LONGE	LONGE	LONGE	MEDIO	PROXIMO	PROXIMO	PROXIMO	LONGE	MEDIO	42949673040	202312	0.0
S	ENTIDADES_SEM_FINS_LUCRATIVOS	PEQUENA	1	399	1671	11	10	11131	182	85	0.15012128290360255	0.06043956043956044	0.11764705882352941	0.18181818181818182	0.4897959183673469	EMPRESA_ISENTA	2			0	0	3	6	ALTISSIMA	BAIXISSIMA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MUITO LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	LONGE	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	LONGE	MEDIO	MEDIO	PROXIMO	LONGE	42949676175	202206	0.0
G	LTDA	MEDIA	2	505	5233	239	18	4965	171	13	1.0539778449144008	1.3976608187134503	1.3846153846153846	0.09623430962343096	0.20099255583126552	B	11	2	0	0	0	0	0	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	LONGE	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	MUITO LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	LONGE	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	PROXIMO	MEDIO	25769804189	202305	0.0
J	LTDA	PEQUENA	1	14	1403	6	6	4507	19	19	0.3112935433769692	0.3157894736842105	0.3157894736842105	0.16666666666666666	0.375	F	43	2	1	0	0	4	0	ALTA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	MEDIA	ALTISSIMA	ALTA	ALTA	MEDIA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	BAIXISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	PROXIMO	MUITO LONGE	MEDIO	LONGE	MEDIO	LONGE	PROXIMO	MUITO LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	PROXIMO	MUITO LONGE	MUITO LONGE	PROXIMO	MEDIO	MEDIO	PROXIMO	MUITO LONGE	MEDIO	MEDIO	MEDIO	MUITO LONGE	146028889143	202306	0.0
C	LTDA	MICRO	1	49	190	19	0	298	31	0	0.6375838926174496	0.6129032258064516	0.0	0.15789473684210525	0.38235294117647056	C	3	2	0	0	0	0	0	ALTA	BAIXISSIMA	BAIXISSIMA	ALTA	ALTA	ALTA	BAIXISSIMA	ALTA	MEDIA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	LONGE	PROXIMO	LONGE	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	LONGE	MUITO LONGE	MUITO LONGE	MUITO LONGE	PROXIMO	MUITO PROXIMO	PROXIMO	MEDIO	MEDIO	MUITO LONGE	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	LONGE	PROXIMO	MEDIO	PROXIMO	MUITO PROXIMO	171798698537	202207	0.0
G	LTDA	GRANDE	8	35480	370516	24173	465	390611	27703	518	0.9485549562096306	0.8725769772226835	0.8976833976833977	0.2626484093823688	0.4067232279386376	F	25	7	0	0	0	0	0	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	BAIXISSIMA	MEDIA	MEDIA	MEDIA	MEDIA	BAIXISSIMA	ALTA	MEDIA	BAIXISSIMA	BAIXISSIMA	BAIXISSIMA	MEDIA	ALTA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	MUITO LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	MUITO LONGE	MEDIO	LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MUITO PROXIMO	LONGE	MUITO LONGE	MEDIO	PROXIMO	LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	LONGE	MUITO LONGE	MUITO LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	LONGE	MUITO LONGE	LONGE	MUITO LONGE	60129543299	202211	0.0
G	LTDA	MEDIA	10	20740	186172	8725	137	243568	14359	171	0.7643532812192078	0.6076328435127795	0.8011695906432749	0.16951289398280803	0.3148588017946688	F	36	1	0	0	0	1	0	MEDIA	BAIXISSIMA	MEDIA	BAIXISSIMA	MEDIA	MEDIA	BAIXISSIMA	MEDIA	ALTA	ALTA	MEDIA	MEDIA	ALTA	ALTA	ALTA	MEDIA	ALTA	ALTA	ALTA	MEDIA	MEDIA	ALTA	MEDIA	MEDIA	ALTISSIMA	MEDIA	ALTA	BAIXISSIMA	ALTA	ALTA	MEDIA	ALTA	ALTA	MEDIA	ALTISSIMA	ALTA	LONGE	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	LONGE	LONGE	MEDIO	LONGE	MEDIO	LONGE	LONGE	MUITO LONGE	LONGE	PROXIMO	MEDIO	MUITO LONGE	PROXIMO	LONGE	LONGE	LONGE	LONGE	MEDIO	PROXIMO	MEDIO	LONGE	LONGE	LONGE	LONGE	MEDIO	LONGE	MEDIO	PROXIMO	LONGE	LONGE	LONGE	LONGE	163208757569	202306	0.0
H	LTDA	GRANDE	12	290631	641816	230973	5579	247191	95428	2039	2.5964375725653444	2.420390241857736	2.7361451692005887	0.15346815428643173	0.2598783408343299	J	529	3	0	0	0	45	30	ALTA	BAIXISSIMA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MUITO LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	LONGE	LONGE	MUITO LONGE	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MUITO PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	68719477402	202403	0.0
H	LTDA	GRANDE	34	195903	407020	153916	2886	284128	109826	1871	1.4325233697488455	1.4014532078014315	1.5424906467129877	0.20434522726682086	0.3262741120212757	J	947	2	0	1	0	116	149	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO PROXIMO	MEDIO	LONGE	MUITO LONGE	MUITO LONGE	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO PROXIMO	MUITO LONGE	PROXIMO	MUITO PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	LONGE	PROXIMO	MEDIO	MEDIO	MUITO PROXIMO	34359738803	202109	0.0
D	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	5	79	481	35	0	90	6	0	5.344444444444444	5.833333333333333	0.0	0.02857142857142857	0.03773584905660377	H	58	3	0	0	0	4	3	ALTISSIMA	BAIXISSIMA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	MEDIA	MEDIA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	MEDIO	MEDIO	PROXIMO	PROXIMO	PROXIMO	LONGE	MEDIO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	LONGE	MEDIO	MEDIO	MUITO LONGE	PROXIMO	MUITO LONGE	LONGE	LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	LONGE	PROXIMO	PROXIMO	MEDIO	LONGE	MEDIO	LONGE	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	LONGE	137438953944	202106	0.0
G	LTDA	MEDIA	2	15410	142108	7478	71	131727	7731	59	1.0788069264463624	0.9672746087181477	1.2033898305084745	0.12021930997592939	0.2680969285383547	E	22	2	0	0	0	1	0	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	BAIXISSIMA	ALTA	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	LONGE	PROXIMO	PROXIMO	MEDIO	PROXIMO	MUITO PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	LONGE	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	MEDIO	MUITO PROXIMO	17179870825	202312	0.0
G	LTDA	MICRO	6	6112	49138	3745	29	42113	3086	35	1.1668130980932254	1.213545042125729	0.8285714285714286	0.17863818424566089	0.32451590594744123	D	7	2	0	0	0	0	0	ALTA	BAIXISSIMA	MEDIA	BAIXISSIMA	ALTA	ALTA	ALTA	MEDIA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTISSIMA	MEDIA	MEDIA	ALTISSIMA	BAIXISSIMA	ALTA	MEDIO	MUITO PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	MUITO LONGE	MUITO LONGE	PROXIMO	LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	LONGE	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	MEDIO	PROXIMO	PROXIMO	LONGE	MUITO PROXIMO	MEDIO	PROXIMO	LONGE	137438954011	202311	0.0
C	LTDA	PEQUENA	1	9753	92476	7171	116	58797	4715	93	1.572801333401364	1.5208907741251325	1.2473118279569892	0.1497699065681216	0.32833667334669336	G	84	2	0	0	0	0	0	ALTISSIMA	ALTA	ALTA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	MEDIA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	MEDIA	BAIXISSIMA	ALTA	ALTA	BAIXISSIMA	MEDIA	ALTISSIMA	MEDIA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	PROXIMO	MUITO PROXIMO	MEDIO	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	LONGE	LONGE	MEDIO	MEDIO	LONGE	LONGE	MEDIO	MEDIO	MUITO LONGE	PROXIMO	LONGE	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	LONGE	MEDIO	LONGE	PROXIMO	MEDIO	MEDIO	LONGE	PROXIMO	MEDIO	PROXIMO	PROXIMO	LONGE	MUITO LONGE	68719478553	202309	0.0
F	LTDA	GRANDE	20	564	3474	179	11	4697	385	37	0.7396210347030019	0.4649350649350649	0.2972972972972973	0.1340782122905028	0.24242424242424243	J	808	2	0	0	0	64	38	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	PROXIMO	PROXIMO	MEDIO	MUITO PROXIMO	MEDIO	PROXIMO	PROXIMO	MUITO PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	42949673040	202306	0.0
G	LTDA	GRANDE	22	22297	136442	9684	537	175515	12647	845	0.7773808506395464	0.7657151893729738	0.6355029585798817	0.18029739776951673	0.2969890786218548	H	56	1	0	0	0	4	3	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	LONGE	LONGE	MUITO LONGE	MUITO LONGE	MEDIO	PROXIMO	PROXIMO	MUITO PROXIMO	MEDIO	MUITO LONGE	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	171798692925	202303	0.0
F	OUTRAS_ENTIDADES_EMPRESARIAIS	GRANDE	9	2012	15178	1304	59	11129	1011	37	1.36382424296882	1.2898120672601385	1.5945945945945945	0.18021472392638035	0.31540759709773797	J	77	4	0	0	0	63	32	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	ALTA	BAIXISSIMA	ALTISSIMA	ALTISSIMA	MEDIA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	PROXIMO	PROXIMO	MUITO PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	MEDIO	PROXIMO	MEDIO	LONGE	PROXIMO	MUITO LONGE	PROXIMO	LONGE	PROXIMO	MUITO LONGE	MUITO LONGE	LONGE	LONGE	MEDIO	PROXIMO	PROXIMO	PROXIMO	LONGE	PROXIMO	PROXIMO	PROXIMO	MUITO LONGE	PROXIMO	PROXIMO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	111669150272	202102	0.0
H	LTDA	GRANDE	5	191379	394095	149648	2834	280339	108329	2324	1.4057801447533165	1.381421410702582	1.2194492254733218	0.20613706832032502	0.33007928749864235	G	111	1	0	0	0	6	9	ALTA	BAIXISSIMA	MEDIA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTA	ALTA	ALTA	ALTISSIMA	ALTA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	BAIXISSIMA	ALTA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	BAIXISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTA	ALTISSIMA	ALTISSIMA	ALTA	ALTISSIMA	ALTISSIMA	PROXIMO	MEDIO	MEDIO	MEDIO	MEDIO	MUITO LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	PROXIMO	MEDIO	PROXIMO	MEDIO	MEDIO	LONGE	LONGE	MUITO LONGE	LONGE	MEDIO	MEDIO	MEDIO	MEDIO	MEDIO	LONGE	MUITO PROXIMO	MEDIO	PROXIMO	PROXIMO	PROXIMO	MEDIO	MEDIO	MEDIO	PROXIMO	PROXIMO	MEDIO	PROXIMO	MEDIO	17179869350	202107	0.0
